accident_index,accident_year,accident_reference,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location
2.01801E+12,2018,10126892,530090,180230,-0.126948,51.506038,1,3,2,1,08-08-2018,4,14:50,1,E09000033,E09000033,3,3212,9,30,9,2,6,0,9,9,1,1,9,9,9,1,2,2,E01004736
2.01801E+12,2018,10126894,522400,179350,-0.237999,51.499846,1,3,2,1,13-08-2018,2,09:12,11,E09000013,E09000013,4,408,1,20,1,9,3,402,0,1,1,1,2,0,0,1,2,2,E01001930
2.01801E+12,2018,10126899,527020,183770,-0.169883,51.53855,1,3,2,1,18-06-2018,2,07:30,2,E09000007,E09000007,4,525,9,30,3,9,4,525,9,9,1,9,9,9,9,1,2,2,E01000967
2.01801E+12,2018,10126911,536650,180730,-0.032291,51.508985,1,3,2,1,08-08-2018,4,09:40,5,E09000030,E09000030,3,1203,7,30,3,2,6,0,0,4,4,1,1,0,0,1,2,2,E01004258
2.01801E+12,2018,10126916,528320,181720,-0.151895,51.519833,1,3,2,1,13-08-2018,2,22:00,1,E09000033,E09000033,4,524,6,30,6,2,5,0,9,5,4,1,9,0,0,1,2,2,E01004717
2.01801E+12,2018,10126929,529500,174520,-0.137535,51.454859,1,3,2,1,14-08-2018,3,06:50,9,E09000022,E09000022,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1,2,E01003033
2.01801E+12,2018,10126931,530060,175800,-0.12901,51.466234,1,3,2,1,14-08-2018,3,11:40,9,E09000022,E09000022,3,3,6,30,8,4,6,0,0,0,1,9,1,0,0,1,1,2,E01003090
2.01801E+12,2018,10126943,530170,181880,-0.125187,51.520848,1,3,2,1,14-08-2018,3,09:03,2,E09000007,E09000007,6,0,6,20,3,4,3,4200,0,0,1,1,1,0,0,1,1,2,E01000855
2.01801E+12,2018,10126951,525550,183560,-0.191142,51.536992,1,3,2,1,12-08-2018,1,21:15,2,E09000007,E09000007,6,0,6,20,99,9,6,0,9,0,1,8,1,0,0,1,2,2,E01000930
2.01801E+12,2018,10126957,537020,180890,-0.0269,51.510333,1,3,2,1,03-08-2018,6,00:15,5,E09000030,E09000030,3,1206,3,40,3,9,6,0,9,9,7,1,1,0,0,1,2,2,E01004255
2.01801E+12,2018,10126960,536160,181030,-0.039231,51.511799,1,2,1,1,14-08-2018,3,13:00,5,E09000030,E09000030,3,101,6,20,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01032769
2.01801E+12,2018,10126961,513870,175630,-0.362032,51.468191,1,3,2,1,14-08-2018,3,10:35,25,E09000018,E09000018,6,0,6,30,0,-1,-1,-1,0,5,1,1,1,0,0,1,1,2,E01033083
2.01801E+12,2018,10126967,518050,184960,-0.29876,51.55119,1,3,1,1,11-07-2018,4,16:00,28,E09000005,E09000005,3,4089,6,30,3,9,6,0,9,9,1,1,1,0,0,1,2,2,E01000633
2.01801E+12,2018,10126970,515160,184530,-0.340564,51.547922,1,3,2,3,14-08-2018,3,12:45,27,E09000009,E09000009,3,4127,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01001269
2.01801E+12,2018,10126973,514730,172080,-0.350806,51.436111,1,2,2,1,14-08-2018,3,11:53,24,E09000027,E09000027,3,311,3,30,3,2,4,358,0,4,1,1,1,0,0,1,1,2,E01003900
2.01801E+12,2018,10126974,531290,179820,-0.10982,51.502077,1,3,2,1,14-08-2018,3,08:58,9,E09000022,E09000022,3,301,6,20,6,2,4,300,0,5,1,1,1,0,0,1,1,2,E01032582
2.01801E+12,2018,10126977,528190,178810,-0.154825,51.493711,1,3,1,1,14-08-2018,3,13:54,1,E09000033,E09000033,6,0,6,30,3,4,3,3217,0,0,1,1,1,0,0,1,1,2,E01004687
2.01801E+12,2018,10126978,526960,175090,-0.173869,51.460556,1,3,2,1,14-08-2018,3,13:09,10,E09000032,E09000032,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004508
2.01801E+12,2018,10126993,530540,183010,-0.119438,51.530918,1,3,2,1,14-08-2018,3,15:00,2,E09000007,E09000007,3,501,2,30,7,2,3,501,0,4,1,1,1,0,0,1,1,2,E01002728
2.01801E+12,2018,10126994,535800,177860,-0.045635,51.483398,1,3,1,2,10-08-2018,6,08:00,7,E09000023,E09000023,6,0,9,30,99,9,6,0,9,9,1,9,1,9,0,1,2,2,E01003297
2.01801E+12,2018,10127002,529750,179190,-0.132226,51.49677,1,2,2,1,14-08-2018,3,14:54,1,E09000033,E09000033,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004732
2.01801E+12,2018,10127011,523780,180080,-0.217872,51.506106,1,3,2,2,13-08-2018,2,20:55,11,E09000013,E09000013,3,3220,3,40,0,-1,-1,-1,0,0,4,1,1,0,0,1,1,2,E01002873
2.01801E+12,2018,10127021,512020,180510,-0.387107,51.512422,1,3,2,1,14-08-2018,3,13:40,27,E09000009,E09000009,3,4020,6,30,9,2,6,0,0,0,1,1,1,0,0,1,1,2,E01001359
2.01801E+12,2018,10127023,533380,185150,-0.077709,51.549485,1,2,2,1,14-08-2018,3,08:30,3,E09000019,E09000019,5,0,6,20,6,2,5,0,0,5,1,1,1,0,0,1,1,2,E01001747
2.01801E+12,2018,10127025,533030,177570,-0.085613,51.48145,1,3,2,1,13-08-2018,2,17:50,8,E09000028,E09000028,5,0,6,20,3,9,6,0,0,5,1,1,1,0,0,1,2,2,E01003969
2.01801E+12,2018,10127033,520050,180120,-0.271577,51.507269,1,3,1,1,14-08-2018,3,15:40,27,E09000009,E09000009,3,4020,1,30,1,4,3,4020,0,0,1,1,1,0,0,1,1,2,E01001351
2.01801E+12,2018,10127034,533630,176780,-0.077276,51.47421,1,3,2,1,11-08-2018,7,06:10,8,E09000028,E09000028,3,202,6,30,3,9,4,217,0,1,1,8,1,0,0,1,3,2,E01004066
2.01801E+12,2018,10127038,529690,181900,-0.132094,51.521138,1,3,2,1,14-08-2018,3,17:55,2,E09000007,E09000007,4,506,2,20,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000850
2.01801E+12,2018,10127039,523380,178420,-0.224213,51.491275,1,2,2,1,06-08-2018,2,17:25,11,E09000013,E09000013,3,219,1,20,3,2,3,219,0,5,1,1,1,9,9,1,2,2,E01001900
2.01801E+12,2018,10127044,536610,182990,-0.031991,51.529303,1,3,2,1,14-08-2018,3,16:12,5,E09000030,E09000030,6,0,6,30,3,9,6,0,0,0,1,8,1,0,0,1,2,2,E01004228
2.01801E+12,2018,10127052,527770,183390,-0.159212,51.534966,1,3,3,1,14-08-2018,3,18:25,1,E09000033,E09000033,6,0,6,30,99,9,6,0,0,8,1,1,1,0,0,1,2,2,E01004730
2.01801E+12,2018,10127066,536440,182410,-0.034665,51.524132,1,3,2,1,14-08-2018,3,20:00,5,E09000030,E09000030,3,1205,6,20,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01004270
2.01801E+12,2018,10127068,523600,179830,-0.220552,51.503899,1,2,1,1,14-08-2018,3,20:50,11,E09000013,E09000013,3,402,2,30,3,2,6,0,0,5,4,1,1,0,0,1,1,2,E01001943
2.01801E+12,2018,10127070,533660,187790,-0.072671,51.573143,1,2,2,1,14-08-2018,3,13:38,4,E09000012,E09000012,3,10,3,30,9,2,3,107,0,0,1,1,1,0,0,1,1,2,E01001808
2.01801E+12,2018,10127080,529400,183810,-0.13557,51.53837,1,2,2,1,14-08-2018,3,19:02,2,E09000007,E09000007,3,5202,6,20,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000958
2.01801E+12,2018,10127081,531700,176330,-0.105217,51.470618,1,2,2,1,15-08-2018,4,23:56,9,E09000022,E09000022,6,0,6,20,6,4,6,0,0,0,4,1,1,0,0,1,1,2,E01003182
2.01801E+12,2018,10127083,522160,173380,-0.243517,51.446242,1,3,2,1,14-08-2018,3,20:30,10,E09000032,E09000032,6,0,6,20,0,-1,-1,-1,0,0,4,1,1,0,0,1,1,2,E01004570
2.01801E+12,2018,10127084,526980,181780,-0.171177,51.520675,1,3,2,1,14-08-2018,3,23:53,1,E09000033,E09000033,3,5,9,30,99,9,6,0,0,5,7,1,1,0,0,1,2,2,E01004702
2.01801E+12,2018,10127085,534850,173050,-0.061141,51.4404,1,3,1,1,14-08-2018,3,21:00,7,E09000023,E09000023,3,205,6,30,3,2,5,0,0,8,4,1,1,0,0,1,1,2,E01003257
2.01801E+12,2018,10127087,516840,170730,-0.320909,51.423546,1,3,1,1,13-08-2018,2,18:49,24,E09000027,E09000027,3,310,6,30,6,4,3,310,2,5,1,1,1,0,0,1,1,2,E01003836
2.01801E+12,2018,10127091,511780,183060,-0.389756,51.535388,1,3,4,3,14-08-2018,3,09:32,27,E09000009,E09000009,4,455,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01001328
2.01801E+12,2018,10127092,511930,178390,-0.389076,51.493385,1,3,1,1,14-08-2018,3,08:35,25,E09000018,E09000018,6,0,3,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01002638
2.01801E+12,2018,10127104,520540,181680,-0.263987,51.521186,1,3,2,1,15-08-2018,4,08:30,27,E09000009,E09000009,3,4000,6,30,7,2,3,40,0,0,1,1,1,0,0,1,1,2,E01001247
2.01801E+12,2018,10127113,530220,172420,-0.127951,51.435821,1,3,2,1,14-08-2018,3,13:30,9,E09000022,E09000022,3,23,3,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01003153
2.01801E+12,2018,10127131,530410,181500,-0.12187,51.517378,1,1,2,1,15-08-2018,4,09:30,2,E09000007,E09000007,3,40,6,20,7,2,6,0,0,5,1,1,1,0,0,1,1,2,E01000918
2.01801E+12,2018,10127134,522720,173410,-0.235452,51.446391,1,2,2,1,15-08-2018,4,09:50,10,E09000032,E09000032,3,306,3,70,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004572
2.01801E+12,2018,10127135,527810,179700,-0.159974,51.501795,1,2,1,2,15-08-2018,4,09:18,1,E09000033,E09000033,3,4,3,30,6,2,3,3216,0,5,1,1,1,0,0,1,1,2,E01002818
2.01801E+12,2018,10127141,533780,181540,-0.073314,51.51695,1,3,2,1,15-08-2018,4,08:47,5,E09000030,E09000030,3,1202,6,20,6,4,6,0,2,4,1,1,1,0,0,1,1,2,E01004310
2.01801E+12,2018,10127142,531190,180230,-0.111107,51.505784,1,3,2,1,14-08-2018,3,13:05,9,E09000022,E09000022,3,3200,6,20,6,2,5,0,0,5,1,1,1,0,0,1,2,2,E01003017
2.01801E+12,2018,10127143,534970,181840,-0.056059,51.519363,1,3,2,1,15-08-2018,4,10:50,5,E09000030,E09000030,6,0,6,30,0,-1,-1,-1,0,9,1,1,1,0,0,1,2,2,E01004322
2.01801E+12,2018,10127144,517820,178340,-0.304288,51.49174,1,3,1,1,14-08-2018,3,12:40,25,E09000018,E09000018,4,455,6,20,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01002564
2.01801E+12,2018,10127148,528550,175790,-0.15074,51.466489,1,3,2,1,15-08-2018,4,08:00,9,E09000022,E09000022,3,3216,6,30,6,4,3,3216,0,5,1,1,1,0,0,1,2,2,E01004591
2.01801E+12,2018,10127154,529690,182630,-0.131825,51.527699,1,3,1,1,15-08-2018,4,12:28,2,E09000007,E09000007,5,0,7,20,3,4,3,4200,0,0,1,1,1,0,0,1,1,2,E01000945
2.01801E+12,2018,10127158,508820,177190,-0.434226,51.483206,1,3,1,1,17-07-2018,3,00:25,26,E09000017,E09000017,3,437,3,30,0,-1,-1,-1,9,9,4,1,1,0,9,1,2,2,E01002449
2.01801E+12,2018,10127159,520670,186400,-0.260496,51.563579,1,3,2,1,15-08-2018,4,10:43,28,E09000005,E09000005,3,4088,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000626
2.01801E+12,2018,10127160,529980,171670,-0.131676,51.429136,1,3,2,1,14-08-2018,3,15:30,9,E09000022,E09000022,3,214,2,30,0,-1,-1,-1,9,5,1,1,9,9,0,1,2,2,E01003119
2.01801E+12,2018,10127169,511730,182000,-0.390813,51.525871,1,3,2,1,15-08-2018,4,13:59,26,E09000017,E09000017,3,312,1,40,1,9,5,0,0,0,1,1,1,0,0,1,2,2,E01002543
2.01801E+12,2018,10127206,522220,182980,-0.239333,51.532509,1,3,4,2,15-08-2018,4,16:05,28,E09000005,E09000005,3,404,6,30,0,-1,-1,-1,0,5,1,1,1,0,0,1,1,2,E01000535
2.01801E+12,2018,10127207,520560,181710,-0.263688,51.521451,1,3,3,3,15-08-2018,4,14:17,27,E09000009,E09000009,3,40,3,40,6,2,3,4000,0,5,1,1,1,0,0,1,1,2,E01001247
2.01801E+12,2018,10127211,532820,184750,-0.085932,51.546023,1,2,2,1,15-08-2018,4,17:12,3,E09000019,E09000019,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01002716
2.01801E+12,2018,10127220,530900,174990,-0.117224,51.458761,1,3,2,1,10-08-2018,6,21:00,9,E09000022,E09000022,3,23,6,20,0,-1,-1,-1,0,0,4,1,1,4,0,1,2,2,E01003176
2.01801E+12,2018,10127223,527240,175390,-0.169732,51.463189,1,3,2,1,15-08-2018,4,17:24,10,E09000032,E09000032,3,3036,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004551
2.01801E+12,2018,10127225,524430,181890,-0.207872,51.522231,1,3,2,1,15-08-2018,4,15:48,12,E09000020,E09000020,5,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,2,E01002855
2.01801E+12,2018,10127227,516120,175540,-0.329683,51.466925,1,3,1,3,15-08-2018,4,13:15,25,E09000018,E09000018,3,310,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01002668
2.01801E+12,2018,10127230,534960,184340,-0.055246,51.541831,1,3,2,1,14-08-2018,3,20:55,4,E09000012,E09000012,3,107,3,20,3,4,6,0,0,4,4,1,1,0,0,1,1,2,E01001839
2.01801E+12,2018,10127237,531460,184860,-0.105492,51.54733,1,3,2,1,15-08-2018,4,19:35,3,E09000019,E09000019,3,1,6,20,3,4,6,0,0,5,1,1,1,0,0,1,1,2,E01002795
2.01801E+12,2018,10127238,524240,174950,-0.21305,51.459901,1,3,2,1,15-08-2018,4,18:20,10,E09000032,E09000032,3,205,6,20,3,4,6,0,9,5,1,1,1,0,0,1,2,2,E01004506
2.01801E+12,2018,10127240,526820,179810,-0.17419,51.503006,1,3,1,1,15-08-2018,4,18:21,1,E09000033,E09000033,6,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01004689
2.01801E+12,2018,10127243,531040,175560,-0.114999,51.463851,1,2,1,1,15-08-2018,4,18:22,9,E09000022,E09000022,6,0,2,20,3,4,3,23,0,0,1,1,1,0,0,1,1,2,E01003053
2.01801E+12,2018,10127245,530120,182410,-0.125711,51.525623,1,3,4,1,15-08-2018,4,21:14,2,E09000007,E09000007,5,0,2,20,7,2,6,0,0,5,4,1,1,0,0,1,1,2,E01000853
2.01801E+12,2018,10127246,520040,178270,-0.27235,51.490645,1,2,1,1,15-08-2018,4,20:07,25,E09000018,E09000018,6,0,6,30,3,4,3,3000,0,0,1,1,1,0,0,1,1,2,E01002687
2.01801E+12,2018,10127249,521950,183030,-0.243206,51.533017,1,3,1,1,15-08-2018,4,07:20,28,E09000005,E09000005,6,0,2,30,99,9,6,0,0,0,1,8,1,0,0,1,2,2,E01033485
2.01801E+12,2018,10127250,527050,181690,-0.170201,51.519851,1,3,2,1,15-08-2018,4,19:52,1,E09000033,E09000033,3,5,6,30,5,2,3,404,0,5,1,1,1,0,0,1,1,2,E01033593
2.01801E+12,2018,10127252,519120,186060,-0.282963,51.560852,1,3,1,1,15-08-2018,4,17:05,28,E09000005,E09000005,4,4565,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,2,E01033424
2.01801E+12,2018,10127265,530610,181540,-0.118975,51.517691,1,3,1,1,15-08-2018,4,18:00,2,E09000007,E09000007,3,40,6,30,3,2,3,40,0,5,1,1,1,0,0,1,2,2,E01000914
2.01801E+12,2018,10127266,523390,178740,-0.223957,51.494148,1,3,2,1,15-08-2018,4,22:20,11,E09000013,E09000013,3,219,6,20,0,-1,-1,-1,0,0,4,1,1,0,0,1,1,2,E01001898
2.01801E+12,2018,10127267,535710,177000,-0.047261,51.475692,1,3,2,1,15-08-2018,4,16:46,7,E09000023,E09000023,3,2,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01003338
2.01801E+12,2018,10127275,532720,185110,-0.087237,51.549282,1,3,3,2,15-08-2018,4,22:30,3,E09000019,E09000019,3,105,6,20,3,4,5,0,0,1,4,1,1,0,0,1,1,2,E01002780
2.01801E+12,2018,10127295,522730,187510,-0.230404,51.573111,1,3,2,1,16-08-2018,5,08:40,30,E09000003,E09000003,1,1,3,70,1,4,3,406,0,0,1,2,2,0,0,1,1,1,E01000307
2.01801E+12,2018,10127296,527920,181000,-0.157918,51.513453,1,3,1,2,16-08-2018,5,08:20,1,E09000033,E09000033,3,40,2,20,7,2,3,40,0,5,1,2,2,0,0,1,1,2,E01004762
2.01801E+12,2018,10127320,531160,185200,-0.10969,51.550455,1,3,2,1,05-08-2018,1,20:50,3,E09000019,E09000019,3,1,9,20,7,9,3,1,9,9,1,1,1,9,0,1,2,2,E01002795
2.01801E+12,2018,10127325,532820,185370,-0.085698,51.551595,1,3,1,1,20-07-2018,6,16:15,3,E09000019,E09000019,3,105,9,30,0,-1,-1,-1,9,9,1,9,9,9,9,1,2,2,E01002782
2.01801E+12,2018,10127327,524600,183300,-0.204925,51.534865,1,3,2,1,10-08-2018,6,16:45,28,E09000005,E09000005,5,0,6,30,6,2,4,451,0,0,1,2,2,0,0,1,2,2,E01000583
2.01801E+12,2018,10127329,537790,186550,-0.013598,51.561007,1,3,2,1,03-08-2018,6,18:55,13,E09000031,E09000031,6,0,9,20,0,-1,-1,-1,9,9,1,1,9,9,9,1,2,2,E01004429
2.01801E+12,2018,10127336,530320,183450,-0.122445,51.534923,1,3,1,1,16-08-2018,5,09:04,2,E09000007,E09000007,3,5200,6,30,3,2,3,5200,0,8,1,2,2,0,0,1,1,2,E01000953
2.01801E+12,2018,10127340,532730,187950,-0.086023,51.574801,1,3,2,1,16-08-2018,5,09:11,4,E09000012,E09000012,5,0,6,20,3,2,3,503,0,0,1,2,2,0,0,1,1,2,E01001811
2.01801E+12,2018,10127343,529320,182170,-0.137325,51.52365,1,2,3,1,16-08-2018,5,09:08,2,E09000007,E09000007,3,400,2,20,6,2,5,0,0,4,1,2,2,0,0,1,1,2,E01000854
2.01801E+12,2018,10127345,514770,184130,-0.346316,51.544406,1,3,1,1,02-08-2018,5,13:18,27,E09000009,E09000009,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2,2,E01001272
2.01801E+12,2018,10127349,535630,182130,-0.046441,51.521811,1,3,2,1,15-08-2018,4,22:24,5,E09000030,E09000030,3,11,6,30,0,-1,-1,-1,9,5,7,1,1,0,0,1,2,2,E01004290
2.01801E+12,2018,10127351,536920,182690,-0.027641,51.526532,1,3,1,1,15-08-2018,4,12:40,5,E09000030,E09000030,3,11,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004268
2.01801E+12,2018,10127353,531850,175670,-0.103304,51.464652,1,3,1,1,22-06-2018,6,14:45,9,E09000022,E09000022,3,2217,6,30,3,3,6,0,9,9,1,1,1,0,0,1,2,2,E01003051
2.01801E+12,2018,10127356,528740,173690,-0.148769,51.447573,1,3,2,1,14-08-2018,3,07:45,10,E09000032,E09000032,3,24,6,20,6,4,6,0,9,9,1,1,1,0,0,1,2,2,E01004474
2.01801E+12,2018,10127360,536420,182510,-0.034914,51.525036,1,1,1,2,16-08-2018,5,10:30,5,E09000030,E09000030,3,11,2,20,6,2,3,1205,0,5,1,2,2,0,0,1,1,2,E01004232
2.01801E+12,2018,10127362,534850,183330,-0.057217,51.532781,1,3,2,1,16-08-2018,5,07:20,5,E09000030,E09000030,3,107,6,30,6,2,4,127,0,4,1,1,1,0,0,1,1,2,E01004197
2.01801E+12,2018,10127368,531930,171560,-0.103684,51.427697,1,3,1,1,15-08-2018,4,22:30,9,E09000022,E09000022,6,0,9,30,0,-1,-1,-1,9,9,4,1,1,0,0,1,2,2,E01003082
2.01801E+12,2018,10127378,528750,181630,-0.145734,51.518927,1,3,3,1,16-08-2018,5,12:30,1,E09000033,E09000033,6,0,3,30,0,-1,-1,-1,0,0,1,2,2,0,0,1,1,2,E01004765
2.01801E+12,2018,10127379,530550,178970,-0.12079,51.494609,1,3,2,1,16-08-2018,5,13:15,9,E09000022,E09000022,3,3036,1,20,1,2,3,3203,0,0,1,2,2,0,0,1,1,2,E01003013
2.01801E+12,2018,10127385,534940,184560,-0.05545,51.543813,1,3,1,1,16-08-2018,5,13:50,4,E09000012,E09000012,3,107,3,20,3,2,5,0,0,4,1,2,2,0,0,1,1,2,E01001763
2.01801E+12,2018,10127386,525590,178180,-0.192482,51.488632,1,3,1,1,16-08-2018,5,11:45,12,E09000020,E09000020,3,3220,6,30,6,2,3,3218,0,5,1,2,2,0,0,1,1,2,E01002894
2.01801E+12,2018,10127398,524690,179150,-0.205095,51.497548,1,3,2,1,16-08-2018,5,09:39,12,E09000020,E09000020,3,3220,6,30,3,2,6,0,0,5,1,2,2,0,0,1,1,2,E01002867
2.01801E+12,2018,10127400,508900,176800,-0.433194,51.479685,1,3,2,1,16-08-2018,5,12:50,57,EHEATHROW,EHEATHROW,6,0,6,30,3,2,6,0,0,0,1,2,2,4,0,1,1,2,E01002443
2.01801E+12,2018,10127413,529530,186760,-0.132611,51.564851,1,3,2,1,24-07-2018,3,08:40,3,E09000019,E09000019,3,1,6,50,3,9,6,0,9,9,1,1,1,9,0,1,2,2,E01002772
2.01801E+12,2018,10127422,511140,174540,-0.40166,51.458936,1,3,2,1,16-08-2018,5,14:25,25,E09000018,E09000018,3,315,6,30,0,-1,-1,-1,0,0,1,1,2,0,0,1,1,2,E01002594
2.01801E+12,2018,10127426,529450,182400,-0.135368,51.525687,1,2,3,1,16-08-2018,5,17:02,2,E09000007,E09000007,3,501,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000852
2.01801E+12,2018,10127429,525550,186410,-0.190126,51.562605,1,3,2,1,16-08-2018,5,14:40,2,E09000007,E09000007,5,0,3,30,3,4,5,0,0,0,5,2,2,0,0,1,1,2,E01000884
2.01801E+12,2018,10127435,523780,179870,-0.217946,51.504219,1,2,2,1,15-08-2018,4,20:42,11,E09000013,E09000013,3,402,2,20,1,2,3,3220,0,9,1,1,1,0,0,1,2,2,E01001857
2.01801E+12,2018,10127437,523590,178050,-0.221319,51.487904,1,3,1,2,16-08-2018,5,02:11,11,E09000013,E09000013,6,0,6,20,8,9,6,0,0,0,4,1,1,0,0,1,2,2,E01001890
2.01801E+12,2018,10127439,527840,172190,-0.162255,51.434296,1,3,2,1,15-08-2018,4,06:55,10,E09000032,E09000032,3,24,9,40,9,2,6,0,9,9,1,1,1,0,0,1,2,2,E01004611
2.01801E+12,2018,10127440,527810,179700,-0.159974,51.501795,1,2,2,1,15-08-2018,4,20:05,1,E09000033,E09000033,3,4,3,30,3,2,3,3216,9,5,1,1,1,0,0,1,2,2,E01002818
2.01801E+12,2018,10127451,523330,178500,-0.224905,51.492005,1,2,1,1,15-08-2018,4,23:57,11,E09000013,E09000013,3,219,2,30,99,2,6,0,0,9,4,1,1,0,0,1,2,2,E01001898
2.01801E+12,2018,10127456,538240,181750,-0.008994,51.517764,1,3,1,1,16-08-2018,5,19:41,5,E09000030,E09000030,6,0,7,30,5,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004249
2.01801E+12,2018,10127460,529520,179260,-0.135512,51.497452,1,3,1,1,16-08-2018,5,20:00,1,E09000033,E09000033,3,302,6,30,6,2,4,323,0,4,4,1,1,0,0,1,1,2,E01004731
2.01801E+12,2018,10127461,533090,182490,-0.082894,51.52565,1,3,2,1,16-08-2018,5,19:45,4,E09000012,E09000012,3,1202,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01033708
2.01801E+12,2018,10127470,530290,177950,-0.124909,51.485502,1,3,2,1,16-08-2018,5,21:18,9,E09000022,E09000022,3,3036,3,30,0,-1,-1,-1,0,0,4,1,1,0,0,1,1,2,E01033208
2.01801E+12,2018,10127477,518020,185060,-0.299159,51.552095,1,3,1,1,14-08-2018,3,12:01,28,E09000005,E09000005,3,404,6,30,3,2,3,404,0,4,1,1,1,0,0,1,1,2,E01000634
2.01801E+12,2018,10127486,522720,173420,-0.235449,51.446481,1,3,2,1,16-08-2018,5,19:50,10,E09000032,E09000032,3,306,3,30,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01004572
2.01801E+12,2018,10127487,527760,171140,-0.163783,51.424877,1,3,2,1,16-08-2018,5,18:13,10,E09000032,E09000032,3,217,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,2,E01004525
2.01801E+12,2018,10127488,511080,180910,-0.400522,51.516202,1,3,1,1,17-08-2018,6,18:05,26,E09000017,E09000017,3,4020,3,40,1,2,3,4020,0,4,1,1,1,0,0,1,1,2,E01002546
2.01801E+12,2018,10127490,536270,176960,-0.039218,51.475198,1,2,1,1,16-08-2018,5,23:15,7,E09000023,E09000023,3,2,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01003303
2.01801E+12,2018,10127491,532630,183570,-0.089114,51.535464,1,3,2,2,17-08-2018,6,00:20,4,E09000012,E09000012,3,1200,6,20,6,2,5,0,0,5,4,1,1,0,0,1,1,2,E01001752
2.01801E+12,2018,10127492,534900,185930,-0.055502,51.556133,1,2,2,1,16-08-2018,5,22:09,4,E09000012,E09000012,3,107,6,30,3,2,3,104,0,0,4,1,1,0,0,1,1,2,E01033713
2.01801E+12,2018,10127493,524050,179710,-0.214114,51.502722,1,3,1,1,16-08-2018,5,21:32,12,E09000020,E09000020,3,3220,3,30,6,2,5,0,2,5,4,1,1,0,0,1,1,2,E01002869
2.01801E+12,2018,10127494,525410,181910,-0.193747,51.522194,1,3,2,1,17-08-2018,6,01:05,1,E09000033,E09000033,3,404,6,30,0,-1,-1,-1,0,0,4,1,1,0,0,1,1,2,E01004755
2.01801E+12,2018,10127497,536500,172250,-0.037724,51.432816,1,2,1,1,17-08-2018,6,00:30,7,E09000023,E09000023,3,212,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01003193
2.01801E+12,2018,10127498,524690,184590,-0.203171,51.546439,1,2,2,1,17-08-2018,6,00:03,28,E09000005,E09000005,3,5,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01000495
2.01801E+12,2018,10127503,528320,172950,-0.155078,51.441018,1,3,1,1,16-08-2018,5,16:25,10,E09000032,E09000032,3,24,3,30,0,-1,-1,-1,0,0,1,1,2,0,0,1,1,2,E01004545
2.01801E+12,2018,10127505,510040,174190,-0.417596,51.456005,1,3,2,1,17-08-2018,6,06:57,25,E09000018,E09000018,3,315,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01002595
2.01801E+12,2018,10127510,528560,180980,-0.148708,51.513128,1,3,1,1,10-08-2018,6,18:30,1,E09000033,E09000033,5,0,7,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,2,2,E01004762
